1	128	3.699733910212805
1	1	4.364845198308859
1	129	4.012568675683326
1	3	3.0058417301661597
1	135	4.160604404796456
1	264	2.8418428027555924
1	10	3.821701900626194
1	139	2.8167393289498714
1	268	4.151969779192741
1	143	3.8000633797015713
1	16	3.3340405986975115
1	18	2.817940155219658
1	148	3.2424915444101248
1	21	2.7259778893606965
1	152	3.7015018013276952
1	154	3.771782687012791
1	27	3.1754872834843715
1	29	2.627927701831152
1	158	2.5268020158506412
1	32	3.6844774340945667
1	161	3.556027247847843
1	35	2.3369990322262733
1	165	4.205742975223933
1	54	3.253919939703121
1	55	3.8268295058174853
1	183	4.273482850976406
1	185	4.29096841588088
1	57	4.033000598660358
1	58	3.790165808330104
1	186	3.982802974753467
1	189	4.249303475234769
1	61	3.8656654037729754
1	63	3.0167335653636536
1	193	4.0259592528027435
1	65	3.5434240924601847
1	201	3.725125699076056
1	76	3.494633530951568
1	78	2.420300721616922
1	80	2.68589142192166
1	82	3.833001984381996
1	83	4.21609379654178
1	211	4.076051535402581
1	212	3.3713820642573173
1	93	3.8247075879432257
1	97	3.9299902681630083
1	231	2.794741888648029
1	232	3.2885886496093786
1	108	3.253895034805635
1	110	2.671148249848447
1	239	3.5883262109303584
1	243	2.688968569815134
1	116	3.9028421006836735
1	118	3.4238715818025867
2	273	3.6828077654040854
2	305	3.876503273252408
2	274	3.7346947645564508
2	307	3.5504332201694044
2	275	4.037539464725742
2	100	4.056147215341947
2	276	3.6663323172443096
2	309	3.344673003790623
2	278	3.429924244908023
2	313	4.2478725754738615
2	301	3.3555071815335924
3	352	1.9370586427271057
3	322	2.5165569296060335
3	323	2.327621222018282
3	307	2.9492946577578496
3	340	3.016494314373091
3	326	2.793583352877046
3	343	2.725682248853174
3	264	2.3370820312981646
3	332	2.9984979557388347
3	319	2.81839685216982
4	356	4.852548595073657
4	358	3.789385877190269
4	264	3.9116748508054324
4	361	5.701980433959933
5	448	3.045728754809887
5	385	3.18744839662202
5	2	2.7292398761117553
5	387	3.1646137313518827
5	390	2.636359530347068
5	391	2.2826074089553323
5	400	2.8233669827490053
5	402	3.070597722679478
5	21	2.2842773238193153
5	89	3.7655966913502974
5	219	2.8313668110738375
5	94	2.6101251499533364
5	226	3.0086485651224186
5	418	3.1699375264242917
5	419	3.3395738324555464
5	228	3.4083292790455304
5	102	2.6614550360290163
5	40	2.378339181774604
5	425	3.3629974522910207
5	426	2.4388824395567736
5	42	3.395989058659667
5	363	2.34283055122865
5	428	3.432568173219579
5	173	3.9009070974583526
5	365	2.902033637963477
5	430	3.556866018909941
5	433	3.2735200456372144
5	50	4.296406780151155
5	435	3.535032794536617
5	243	2.1394185697354406
5	439	0.64593819327406
5	377	2.2756134156620793
5	441	2.2293896132602957
5	381	3.1469205635926976
6	257	3.462235787642821
6	1	3.57972195634547
6	131	3.6022752237448343
6	197	3.9081071828928327
6	202	3.55261957698823
6	523	3.8403989114092307
6	524	3.9317990772368097
6	14	3.765820834829528
6	526	3.7731309123963563
6	462	3.717422415307484
6	529	3.9117003424409447
6	81	3.517968903769046
6	530	3.8671359662579623
6	532	3.225962395996326
6	340	3.303863355516808
6	276	3.4004932966266197
6	472	2.9647392030360757
6	89	3.9423776516540734
6	473	2.923454890259939
6	154	3.5658340017927874
6	156	3.8171547869600677
6	285	4.076060869055282
6	223	4.061558278237935
6	32	3.642310973574738
6	293	3.648675649441085
6	486	3.66505288859897
6	488	4.178487483781249
6	169	4.350240997134386
6	425	3.675775961698298
6	490	3.9535340966560684
6	427	4.119263030056476
6	301	3.067973232422122
6	303	3.4650956585593526
6	242	3.783816962497296
6	435	3.7479798934606356
6	503	3.583976091386895
6	185	3.8710658602571066
6	59	4.021639362776139
6	124	3.8483393846788108
6	317	3.8434477947033594
6	191	4.0051889498826165
7	641	4.771504596700457
7	642	3.9201603661552142
7	514	4.515971048245114
7	515	4.821263489424904
7	260	3.1158748533671554
7	520	4.649771530443029
7	9	4.707143999292531
7	526	4.364816680670787
7	399	3.824132901569169
7	656	4.53588275434112
7	273	4.238021589432725
7	401	3.252302437078063
7	529	4.51442381412887
7	661	4.576044437389919
7	151	4.379545725288093
7	152	4.137724123132664
7	154	4.198210499003412
7	27	3.6152784171603147
7	667	2.4653419179668212
7	540	2.824998367840196
7	541	3.4407558874342206
7	669	2.0178260868117106
7	549	3.917822498413788
7	550	3.789975134013185
7	166	4.640121994860721
7	551	2.8409482291979864
7	423	4.436049504104033
7	681	3.0779220678239443
7	553	3.74852539880805
7	171	4.341056102979784
7	683	2.9013142616212346
7	556	3.0785997311812157
7	558	4.233786453899997
7	174	5.0979774482582245
7	175	4.316435826137793
7	561	3.430959002988139
7	51	3.8542788818821063
7	182	4.457413953096021
7	568	4.118782640519843
7	569	3.1873496686205502
7	443	4.298077454496582
7	317	4.408973343044726
7	446	2.95394408005306
7	318	5.122467006757781
7	574	2.373941375984784
7	575	2.9898078562414074
7	324	3.7598976400697084
7	580	3.847805479284822
7	581	3.6443671622692744
7	69	4.523023480143091
7	455	3.7569781547353336
7	199	4.74183452577577
7	584	3.975711858445599
7	201	4.155142724255685
7	203	4.3278405639001
7	78	2.8696256848074775
7	207	4.2679185993484445
7	81	4.014785676969075
7	594	3.1476984477898657
7	472	3.5813614420543134
7	217	3.636767086129954
7	219	3.7109373648090913
7	606	4.546274617806062
7	479	4.787799150668648
7	609	4.018483442908592
7	99	4.1854973607345505
7	612	4.252564820702721
7	228	4.3296391017080955
7	357	4.92203944417172
7	617	4.164821106255877
7	618	4.085440445113833
7	237	4.544099002626528
7	241	3.98655299402525
7	497	4.255387607581818
7	627	3.7379223170336298
7	499	4.442996422252667
7	118	3.8058244433437864
7	631	4.047398867176286
7	634	3.8261088952388884
7	378	4.146736544568112
8	385	4.020799397468781
8	273	3.860029747587066
8	177	4.294926080180087
8	181	4.1549797824637364
8	518	4.192549580561799
8	56	4.14153076136947
8	457	2.3758477122180803
8	233	3.8466787483335994
8	187	4.5345589377055715
8	188	4.170478897180226
8	301	3.5493635419255893
9	276	4.085303531665353
9	7	4.11214253236078
9	521	4.6834930036847195
10	321	3.5766880530609844
10	706	2.449707180325774
10	69	4.277840486111838
10	70	4.034304829103383
10	656	4.5055338766731765
10	273	4.0456432230341814
10	530	4.369055014968934
10	404	4.018761072766531
10	663	4.401359807531463
10	602	4.101637782150487
10	93	4.1582431436700045
10	478	4.557956863892093
10	286	4.163458520388245
10	160	3.852866793421343
10	610	4.151012159691705
10	611	4.498069812211781
10	420	4.168934020144491
10	168	4.506663303920182
10	170	4.577603887746674
10	493	4.573914010484222
10	686	4.131613439439081
10	367	3.921770900161429
10	176	4.3764412603966285
10	496	4.556159463053438
10	432	4.235460002532915
10	498	4.591709761020934
10	50	4.860893866887012
10	371	3.51197661345976
10	116	4.232407970109298
10	692	4.0375660387429
10	695	3.2270412204542525
10	504	4.205501421924465
10	505	4.394381628550235
